Review,Label
food delicious filling shop beautiful clean airy decor trendy,1
chicken small still dry tok definitely prefried left harden eating like ice delicious worth price,1
full service attentive food delicious abundant cheap suitable budget,1
gimpap dish good fried chicken batter thick restaurant space beautiful glass view pink color suitable taking checkin photo,1
today celebrate wedding anniversary guy set beautifully thank guy wife really like,1
bowl cold beef noodle cost k beef greasy cold still greasy eating fat stick mouth cant wash mixed rice sweet stop eating third part watermelon tea like watermelon soda k cup even though expensive worth,0
delicious food large portion beautiful presentation,1
food come quickly delicious beautiful present food carefully side dish,1
delicious really like even asked box take home,1
rice cake chicken wing delicious sauce full maru set reasonable price delicious gimbap good taste,1
hot pot broth delicious tender beef appetizer ice cream dessert,1
restaurant great view delicious food come quickly nothing complain,1
found food normal bit expensive compared price view absolutely stunning,0
good service staff talk gently customer,1
food came quickly suit taste,1
delicious food lot freebie good service attitude enthusiastic,1
really like shop gift set delicious cheap lot food,1
point reasonable price beautiful view investment space beautiful neat,1
good food reasonable price,1
food delicious flavorful abundant satisfying dessert also delicious,1
good experience maru went eat rainy day hungry day family went people didnt book table advance true ran table table nd,1
delicious food cute enthusiastic staff chill space,1
menu many delicious dish everyone want try whats point,1
decor restaurant beautiful food diverse price suitable student setting party table suitable,1
neat interior easy eat reasonable price taste also delicious,1
grilled set large delicious hihii food come quickly,1
delicious food beautiful decoration friendly staff,1
restaurant good day sauce bland day spicy suitable price buying cheap rice even better,1
delicious food guy enthusiastic,1
going beautiful people make food delicious,1
staff beautiful mention food good,1
beautiful attractive decoration enthusiastic staff beautiful luxurious romantic space,1
tender chicken delicious passion fruit ice cream delicious jasmine tea,1
tokbokki hard like cooked well price bit high quite okay view atmosphere restaurant,0
food diverse beautiful delicious,1
shop beautiful luxurious design food suitable young people price quite reasonable point,1
food cold cold brought home pulled refrigerator beef foul goodbye see,1
food delicious clean delicious,1
polite friendly enthusiastic service ok,1
staff super nice obedient polite need anything service super super fast,1
food bit expensive im also fan korean food almost famous restaurant havent tried yet compared general price plate grilled chicken cheese shown photo,1
side dish quite abundant delicious food delicious,1
car parking delicious food beautiful restaurant,1
delicious food reasonable price im satisfied service,1
perfect korean dish cheap price cool view,1
diverse delicious food,1
good service lot food,1
new gift set delicious eat heart content,1
dish delicious delicious,1
never food bad vote dont come back,0
food delicious maru always best hihii,1
delicious food clean airy place,1
delicious food drink suit taste,1
couldnt worse service slow poor food slow,0
restaurant super nice view food quite delicious price ok,1
full cheap beautiful space,1
delicious delicious top roof skyhigh fluttering,1
food delicious suitable price,1
delicious food aristocratic style restaurant,1
service staff enthusiastic friendly restaurant space many beautiful checkin corner diverse food reasonable price,1
feeling like cheated special kimchi hotpot set k,1
delicious food seaweed soup taste quite good,1
decor restaurant beautiful food diverse price suitable student setting party table suitable,1
tok delicious salad delicious kumquat tea rich flavor,1
really like shop gift set delicious cheap lot food,1
new set shop delicious,1
quick delicious food nice enthusiastic staff,1
dish varied good food enthusiastically,1
delicious attractive hot eat,1
food terrible everything spicy take long time cook pan meat cost k piece meat filled cartilage looking form everything canvas next time,0
delicious enthusiastic staff,1
delicious enthusiastic fun staff,1
terrible food extremely long waiting time waited nearly minute get food take home hurry didnt check got home missing cup milk tea calculated nearly k short late find couldnt go shop complain,0
delicious filling shop,1
order take home waited hour didnt see anything app took minute ship received waited minute canceled order took long finally,0
delicious there nothing describe,1
food good mixed rice seems undercooked bit raw k come back next time,1
cashier ordered wrong item asked check told partly fault didnt check order looking camera told employee told check application,0
beautiful delicious lovely poetic restaurant,1
ive twice restaurant decoration quite nice im satisfied peach mojito like peach flavor ordered tasted like mint parking space small,1
friend leave girlfriend stopped unprofessional food came hour later arrived first food good compared price old age,1
delicious suitable taste,1
fish cake cold pour boiling water make hot,1
set large delicious cant eat,1
also quite good compared location price,1
noon mom went eat around pm time restaurant crowded ordered mixed hotpot drink asked person counter long would take food arrive said,1
kimbap bland,0
bad bad apple tea brought without aloe vera chicken dish little sauce spicy sauce almost spicy,0
food good compared price high table bit small went people ordered dish whole country plus bunch side dish served quite inconvenient put food fit tightly spicy rib cartilage rice dish hard,1
bad food delicious,1
restaurant space cool clean,1
crowded cramped took hour order food still cold idea like v,0
food restaurant normal nothing special average return restaurant good space great service staff enthusiastic polite,1
food delicious worse smell stale went eat hot pot didnt boil kicked sitting,1
delicious cheap beautiful,1
noodle delicious,1
sitting th floor quite chill rich diverse food many need dish filling imagined one minus point restaurant bit cramped,0
quite delicious,1
staff super lovely,1
extremely poor security attitude bad experience,0
expensive cramped seating terrible hot pot ok kimchi soup,1
food super bad,0
food come slowly,0
good,1
delicious hot right,1
