Review,Label
topping plump extremely fresh served hot noodle delicious,1
restaurant quite hot long time close home opportunity try ordered full bowl opposite bowl extra heart kidney look like bucket newly added menu,1
look kitchen look messy space clean eating fear feeling secure recommended huhu,1
noodle moderately soft falling apart delicious eaten broth,1
good food compared competitor space quite clean staff also quite ok,1
shop located alley go straight inside see whichever shop crowded went evening crowded mainly student fast service ordered heart kidney bowl breathtaking,1
ordered heart kidney noodle beef heart kidney mustard green served slightly sour slightly spicy broth favorite broth kidney heart beef soft noodle room airconditioned room fan,1
must try fried noodle everyone water noodle okay fried noodle super awesome regarding service normal okay,1
bowl noodle delicious rich broth noodle soup restaurant signature sour spicy style delicious scoring heart pack noodle,1
owner attentive funny take good care customer,1
place delicious food reasonable price ive come back many time,1
every time visit crowded service still quick,1
shop clean cool air conditioning think k bit expensive still recommend come eat,1
first time eating restaurant pleased quality food,1
restaurant still crowded ever noodle delicious rich water also delicious staff improved lot,1
delicious noodle full topping,1
cool clean spicy sour noodle quite oke k basic bowl there lot beef bowl beef noodle heart kidney noodle bit small thai hot pot base style broth,1
sour spicy broth delicious professional fast service,1
shop private space customer traveling group price reasonable compared quality food,1
special flavor restaurant always crowded sometimes wait bit long suitable eating cold day visit restaurant many time,0
okay delicious flavorful dipping sauce,1
noodle delicious sour tomato flavor plump clean restaurant spacious,1
accompanying dipping soup also delicious friendly polite staff attentive customer service,1
restaurant clean noodle delicious,1
everything ok downside restaurant us plastic ladle plastic bottle scoop hot water customer bowl cant afford buy stainless steel mug restaurant crowded im poor,1
doesnt look good ate half bowl remembering take photo noodle include ingredient beef heart kidney sprout type seafood kimchi price kbowl vegetable,1
scam place food bad,0
shop neat eyecatching decoration style shop attractive incentive program customer,1
service staff enthusiastic attentive restaurant reasonable price excellent quality,1
noodle rich flavor lot kidney kidney big still raw inside threw trash away didnt time take photo,1
restaurant space comfortable spicy sour noodle really delicious authentic,1
sprout delicious broth delicious,1
owner staff friendly food normal instant noodle sour spicy salty salty food meat everything else fresh,1
run shoppeefood pick food shop restaurant clean hygienic everyone,1
noodle right water good bowl kumquat side slotted cut add sourness vegetable make pile restaurant crowded know popular depending taste people still come,1
broth moderately spicy sour topping quite diverse restaurant clean,1
carefully packed clean packaging,1
restaurant clean airy delicious food reasonable price good service staff,1
broth delicious without msg point,1
good service professional staff,1
spicy sour noodle delicious broth fresh meat well worth try,1
spicy sour noodle impeccably delicious come back next time,1
pretty bad experience restaurant today tried restaurant noodle first time overall noodle fine nothing say one thing happened car broke dont know kind car parking shop,1
arrived restaurant bit crowded waited little longer food return noodle full bowl filling reasonably priced,1
good food good service,1
food come quickly restaurant space clean,1
ordered takeout food arrived hot packaged cleanly,1
restaurant incredibly delicious bit crowded two people go might sit together delicious food worth try,1
waited quite long time arrange good subsidized manner order yet,1
deliciousness suitable price arrived late many table hadnt cleared yet bit messy,1
restaurant air conditioning sitting eating comfortable,1
often order food delivered feel like ordering food delivered delicious filling eating restaurant dont know,1
bad experience water much sweetener eating allergic reaction stomachache headache disappointed hear review eat far away,1
shop good customer care policy,1
sprout cow taste delicious continue come back wishing shop day development,1
food fresh delicious smelly like place broth easy eat,1
delicious,1
food came quickly hot,1
food quite delicious appreciate restaurant customer service,1
owner friendly close customer,1
restaurant expensive food filling k worth price,1
noodle delicious personal opinion worth price,1
delicious everyone,1
delicious food clean reasonable price support next time,1
food good owner wife arrogant attitude,1
delicious taste similar thai hot pot sour spicy,1
restaurant employee speak impolitely customer,1
food quite delicious student great,1
shop cool hot,1
unique spicy noodle flavor delicious,1
restaurant quite crowded seating quite cramped food ok,0
broth delicious without msg,1
fine,1
delicious food also airy,1
delicious noodle reasonable price,1
quite delicious,1
crowded sometimes get wrong item,0
quite delicious,1
dish delicious flavorful,1
delicious crowded,1
great,1
tasty,1
unhygienic,0
parking difficult service attitude staff indifferent uncontrolled unprofessional,1
